Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_CONTINENT,SEXE
2023-01-01,2,Eixample,6,la Sagrada Família,27,2050,40,3,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2050,45,3,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2050,745,4,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2050,588,4,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2050,..,5,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,9,1,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,17,1,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,116,2,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,86,2,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,71,3,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,52,3,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,812,4,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2051,711,4,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,6,1,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,1,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,132,2,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,94,2,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,49,3,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,33,3,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,779,4,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,688,4,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,5,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,999,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,999,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,8,1,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,13,1,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,121,2,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,82,2,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,37,3,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,33,3,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,838,4,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,765,4,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2053,..,5,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,6,1,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,..,1,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,100,2,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,83,2,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,37,3,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,37,3,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,875,4,1
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,760,4,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,..,5,2
2023-01-01,2,Eixample,6,la Sagrada Família,27,2054,..,999,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,5,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,88,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,60,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,41,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,26,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,859,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,743,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,..,999,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,10,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,90,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,68,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,19,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,37,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,731,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,569,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,37,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,32,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,10,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,11,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,613,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,550,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,47,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,22,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,23,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,16,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,671,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,628,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,10,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,26,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,69,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,51,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,35,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,38,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,819,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,671,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,15,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,8,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,78,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,44,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,45,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,21,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,770,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,642,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,7,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,72,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,56,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,34,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,17,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,638,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,527,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,9,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,12,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,69,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,56,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,13,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,16,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,713,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,655,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,43,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,25,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,8,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,8,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,638,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,430,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,48,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,42,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,18,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,20,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,630,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,541,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,..,999,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,8,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,7,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,93,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,71,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,26,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,20,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,859,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,754,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,8,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,9,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,67,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,52,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,31,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,33,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,843,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,695,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,7,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,13,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,94,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,64,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,49,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,46,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,751,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,639,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,..,999,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,6,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,12,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,67,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,67,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,42,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,26,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,764,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,661,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,42,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,36,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,43,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,21,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,657,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,551,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,9,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,74,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,49,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,20,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,10,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,583,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,502,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,..,999,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,5,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,49,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,43,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,22,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,12,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,766,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,731,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,..,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,47,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,41,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,17,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,14,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,556,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,546,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,6,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,91,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,71,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,24,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,34,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,748,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,685,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,6,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,5,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,63,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,60,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,30,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,23,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,520,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,561,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,5,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,5,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,51,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,39,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,22,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,17,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,544,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,539,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,5,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,63,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,76,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,45,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,42,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,741,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,668,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,17,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,26,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,107,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,113,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,69,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,66,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,685,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,684,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,..,999,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,7,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,94,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,84,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,46,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,47,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,615,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,522,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,5,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,28,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,80,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,79,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,43,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,47,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,592,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,558,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,18,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,102,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,89,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,33,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,27,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,690,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,639,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,17,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,15,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,122,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,95,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,31,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,40,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,983,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,831,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,..,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,58,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,35,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,14,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,9,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,429,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,374,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,..,5,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,12,1,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,9,1,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,111,2,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,64,2,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,29,3,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,31,3,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,880,4,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,780,4,2
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,..,5,1
2023-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,..,999,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,8,1,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,6,1,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,122,2,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,77,2,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,44,3,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,43,3,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,964,4,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,784,4,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,..,999,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,..,999,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,6,1,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,11,1,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,85,2,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,58,2,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,35,3,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,24,3,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,688,4,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,533,4,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,..,5,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,..,999,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,..,999,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,7,1,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,5,1,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,63,2,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,50,2,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,24,3,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,11,3,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,684,4,1
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,548,4,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,..,5,2
2023-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,..,1,1
