Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_CONTINENT,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,31,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,104,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,66,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,74,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,195,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,233,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,554,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,576,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1014,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,27,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,27,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,91,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,80,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,372,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,373,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,656,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,651,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,..,999,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1015,..,999,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,15,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,27,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,78,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,82,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,338,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,327,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,605,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,559,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1016,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,28,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,43,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,117,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,119,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,387,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,422,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,702,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,1017,680,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,25,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,45,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,49,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,61,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,157,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,181,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,522,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1018,484,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,56,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,98,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,136,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,142,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,263,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,359,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,791,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,822,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,..,999,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,21,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,34,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,119,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,111,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,123,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,120,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,890,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,807,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,999,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,999,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,18,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,42,1,2
