Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3065,5,4,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3065,107,5,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3065,97,5,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,570,1,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,539,1,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,104,2,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,102,2,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,233,3,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,177,3,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,25,4,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,31,4,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,271,5,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,267,5,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,..,6,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,440,1,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,420,1,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,82,2,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,68,2,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,167,3,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,102,3,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,18,4,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,16,4,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,228,5,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,188,5,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,257,1,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,257,1,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,71,2,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,31,2,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,132,3,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,87,3,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,14,4,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,15,4,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,154,5,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,149,5,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,..,6,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,..,6,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,266,1,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,299,1,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,44,2,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,51,2,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,138,3,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,97,3,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,8,4,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,14,4,2
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,162,5,1
2023-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,135,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,241,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,280,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,58,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,50,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,144,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,111,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,23,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,18,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,199,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,149,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,280,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,272,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,72,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,58,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,121,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,85,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,38,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,36,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,206,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,177,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,..,6,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,..,6,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,294,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,271,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,65,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,41,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,117,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,106,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,24,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,20,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,217,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,197,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,370,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,353,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,77,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,68,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,153,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,121,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,22,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,21,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,194,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,185,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,443,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,396,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,74,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,79,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,171,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,137,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,33,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,28,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,244,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,182,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,389,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,358,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,75,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,64,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,144,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,122,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,34,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,23,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,276,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,278,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,223,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,221,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,57,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,50,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,113,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,94,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,20,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,8,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,149,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,120,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,309,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,262,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,62,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,62,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,145,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,98,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,14,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,18,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,219,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,178,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,363,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,346,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,65,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,75,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,129,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,112,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,35,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,35,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,324,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,261,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,349,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,327,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,73,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,80,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,140,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,90,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,25,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,23,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,372,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,312,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,326,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,304,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,67,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,74,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,165,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,117,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,20,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,20,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,237,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,184,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,421,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,386,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,93,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,74,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,184,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,115,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,24,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,16,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,307,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,286,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,442,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,435,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,76,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,78,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,200,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,115,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,27,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,26,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,259,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,201,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,..,6,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,301,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,308,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,85,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,53,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,145,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,116,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,11,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,9,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,179,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,158,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,392,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,326,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,64,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,50,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,147,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,123,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,20,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,10,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,138,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,116,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,311,1,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,285,1,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,63,2,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,46,2,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,107,3,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,96,3,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,22,4,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,15,4,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,193,5,1
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,152,5,2
2023-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,..,6,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,358,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,335,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,57,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,63,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,135,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,102,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,7,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,11,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,88,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3086,81,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,372,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,368,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,70,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,64,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,138,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,84,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,11,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,19,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,189,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3087,146,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,367,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,332,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,58,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,53,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,126,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,80,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,25,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,23,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,150,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3088,147,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,370,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,314,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,65,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,62,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,126,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,75,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,22,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,30,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,86,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3089,76,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,292,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,274,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,47,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,42,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,75,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,58,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,12,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,10,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,99,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3090,65,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,382,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,381,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,64,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,55,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,94,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,79,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,27,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,27,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,194,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3091,171,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,271,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,323,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,59,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,33,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,91,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,72,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,41,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,21,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,173,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,128,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3092,..,6,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,399,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,371,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,79,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,53,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,142,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,104,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,18,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,23,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,165,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,117,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3093,..,6,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,327,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,301,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,58,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,56,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,103,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,76,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,21,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,19,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,134,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,107,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,72,3094,..,6,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,374,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,369,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,74,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,67,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,132,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,98,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,34,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,32,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,195,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,187,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3095,..,6,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,384,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,296,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,69,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,58,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,96,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,82,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,37,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,40,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,269,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3096,252,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,276,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,264,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,66,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,53,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,115,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,97,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,31,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,39,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,372,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,270,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3097,..,6,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,341,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,297,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,39,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,51,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,93,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,87,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,35,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,36,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,211,5,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3098,240,5,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,281,1,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,233,1,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,42,2,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,32,2,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,72,3,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,45,3,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,27,4,1
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,25,4,2
2023-01-01,3,Sants-Montjuïc,18,Sants,73,3099,122,5,1
