Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX_CCAA,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,5,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,18,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,5,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,6,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,323,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,328,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,7,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,8,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,6,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,6,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,18,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,11,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,11,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,5,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,554,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,735,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,22,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,20,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,8,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,6,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,6,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,286,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,292,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,8,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,6,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,11,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,694,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,882,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,18,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,19,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,6,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,8,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,14,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,6,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,381,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,449,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,9,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,6,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,13,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,7,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,13,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,949,20,1
