Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,428,1,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,437,1,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,566,1,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,632,1,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,631,1,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,688,1,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,588,1,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,616,1,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,608,1,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,583,1,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,635,1,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,695,1,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,653,1,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,743,1,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,593,1,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,685,1,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,653,1,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,837,1,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,821,1,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,962,1,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,839,1,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,937,1,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,776,1,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,857,1,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,751,1,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,714,1,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,654,1,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,532,1,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,503,1,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,449,1,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,446,1,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,379,1,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,341,1,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,247,1,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,361,1,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,182,1,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,214,1,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,51,1,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,72,1,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,21,1,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,14,1,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,46,2,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,45,2,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,27,2,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,20,2,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,29,2,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,22,2,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,28,2,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,14,2,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,204,2,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,156,2,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,547,2,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,468,2,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,470,2,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,542,2,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,298,2,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,404,2,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,191,2,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,288,2,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,127,2,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,173,2,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,61,2,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,119,2,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,50,2,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,61,2,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,26,2,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,38,2,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,26,2,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,30,2,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,12,2,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,11,2,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,2,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,2,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,2,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,496,3,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,547,3,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,308,3,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,379,3,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,299,3,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,300,3,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,286,3,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,387,3,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,648,3,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,825,3,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1200,3,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1318,3,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1201,3,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1579,3,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,1039,3,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,1296,3,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,816,3,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1194,3,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,609,3,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,906,3,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,465,3,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,671,3,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,372,3,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,437,3,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,236,3,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,253,3,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,151,3,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,164,3,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,89,3,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,72,3,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,51,3,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,29,3,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,35,3,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,15,3,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,3,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,3,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,4,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,1,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,143,1,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,131,1,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,150,1,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,156,1,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,168,1,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,168,1,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,222,1,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,208,1,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,309,1,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,281,1,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,265,1,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,303,1,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,274,1,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,275,1,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,234,1,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,350,1,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,308,1,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,370,1,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,293,1,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,417,1,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,311,1,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,392,1,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,314,1,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,309,1,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,245,1,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,237,1,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,214,1,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,189,1,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,179,1,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,150,1,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,1,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,131,1,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,1,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,1,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,1,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,1,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,188,2,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,2,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,434,2,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,356,2,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,333,2,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,354,2,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,178,2,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,233,2,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,2,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,2,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,125,2,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,2,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,2,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,2,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,2,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,2,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,2,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,127,3,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,136,3,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,119,3,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,3,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,3,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,3,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,3,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,3,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,393,3,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,989,3,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,606,3,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1720,3,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,654,3,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1832,3,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,411,3,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1375,3,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,323,3,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,997,3,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,219,3,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,635,3,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,3,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,420,3,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,125,3,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,299,3,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,99,3,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,169,3,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,3,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,3,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,3,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,3,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,3,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,3,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,83,1,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,100,1,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,130,1,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,101,1,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,124,1,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,140,1,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,147,1,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,132,1,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,183,1,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,185,1,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,254,1,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,229,1,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,256,1,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,318,1,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,254,1,7,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,293,1,7,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,267,1,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,246,1,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,286,1,9,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,371,1,9,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,305,1,10,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,345,1,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,335,1,11,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,329,1,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,324,1,12,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,310,1,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,291,1,13,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,230,1,13,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,243,1,14,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,183,1,14,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,265,1,15,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,166,1,15,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,214,1,16,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,123,1,16,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,211,1,17,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,96,1,17,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,112,1,18,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,35,1,18,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,33,1,19,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,9,1,19,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,28,2,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,32,2,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,19,2,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,19,2,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,10,2,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,12,2,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,11,2,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,8,2,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,103,2,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,75,2,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,316,2,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,243,2,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,317,2,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,290,2,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,205,2,7,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,246,2,7,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,135,2,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,156,2,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,70,2,9,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,84,2,9,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,34,2,10,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,55,2,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,31,2,11,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,29,2,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,17,2,12,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,22,2,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,16,2,13,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,2,13,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,7,2,14,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,7,2,14,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,15,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,5,2,15,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,16,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,18,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,47,3,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,47,3,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,34,3,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,32,3,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,29,3,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,28,3,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,30,3,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,37,3,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,134,3,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,139,3,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,300,3,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,286,3,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,337,3,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,341,3,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,210,3,7,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,311,3,7,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,157,3,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,213,3,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,90,3,9,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,128,3,9,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,61,3,10,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,93,3,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,62,3,11,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,61,3,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,34,3,12,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,35,3,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,29,3,13,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,30,3,13,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,12,3,14,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,11,3,14,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,9,3,15,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,8,3,15,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,8,3,16,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,3,16,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,3,17,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,3,17,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,4,7,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",139,1,0,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",192,1,0,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",196,1,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",215,1,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",217,1,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",235,1,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",252,1,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",239,1,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",279,1,4,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",266,1,4,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",360,1,5,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",349,1,5,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",379,1,6,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",429,1,6,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",384,1,7,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",391,1,7,2
