Data_Referencia,Valor,LLOC_NAIX_PAIS,EDAT_Q,SEXE
2023-01-01,28,81,11,1
2023-01-01,37,81,11,2
2023-01-01,36,81,12,1
2023-01-01,19,81,12,2
2023-01-01,28,81,13,1
2023-01-01,21,81,13,2
2023-01-01,29,81,14,1
2023-01-01,21,81,14,2
2023-01-01,24,81,15,1
2023-01-01,22,81,15,2
2023-01-01,12,81,16,1
2023-01-01,10,81,16,2
2023-01-01,..,81,17,1
2023-01-01,..,81,17,2
2023-01-01,..,81,18,1
2023-01-01,..,83,0,2
2023-01-01,..,83,1,1
2023-01-01,..,83,1,2
2023-01-01,..,83,2,1
2023-01-01,..,83,2,2
2023-01-01,..,83,3,1
2023-01-01,8,83,3,2
2023-01-01,7,83,4,1
2023-01-01,9,83,4,2
2023-01-01,13,83,5,1
2023-01-01,10,83,5,2
2023-01-01,7,83,6,1
2023-01-01,7,83,6,2
2023-01-01,7,83,7,1
2023-01-01,9,83,7,2
2023-01-01,6,83,8,1
2023-01-01,9,83,8,2
2023-01-01,..,83,9,1
2023-01-01,9,83,9,2
2023-01-01,..,83,10,1
2023-01-01,10,83,10,2
2023-01-01,..,83,11,1
2023-01-01,14,83,11,2
2023-01-01,..,83,12,1
2023-01-01,..,83,12,2
2023-01-01,..,83,13,2
2023-01-01,..,83,16,1
2023-01-01,..,82,0,1
2023-01-01,..,82,1,1
2023-01-01,7,82,1,2
2023-01-01,10,82,2,1
2023-01-01,..,82,2,2
2023-01-01,19,82,3,1
2023-01-01,10,82,3,2
2023-01-01,33,82,4,1
2023-01-01,18,82,4,2
2023-01-01,40,82,5,1
2023-01-01,24,82,5,2
2023-01-01,33,82,6,1
2023-01-01,22,82,6,2
2023-01-01,36,82,7,1
2023-01-01,20,82,7,2
2023-01-01,28,82,8,1
2023-01-01,13,82,8,2
2023-01-01,33,82,9,1
2023-01-01,9,82,9,2
2023-01-01,25,82,10,1
2023-01-01,10,82,10,2
2023-01-01,25,82,11,1
2023-01-01,9,82,11,2
2023-01-01,24,82,12,1
2023-01-01,13,82,12,2
2023-01-01,11,82,13,1
2023-01-01,10,82,13,2
2023-01-01,16,82,14,1
2023-01-01,6,82,14,2
2023-01-01,13,82,15,1
2023-01-01,8,82,15,2
2023-01-01,..,82,16,1
2023-01-01,..,82,17,1
2023-01-01,..,82,17,2
2023-01-01,..,114,0,1
2023-01-01,..,114,0,2
2023-01-01,..,114,2,1
2023-01-01,..,114,2,2
2023-01-01,..,114,3,1
2023-01-01,5,114,3,2
2023-01-01,14,114,4,1
2023-01-01,15,114,4,2
2023-01-01,16,114,5,1
2023-01-01,5,114,5,2
2023-01-01,18,114,6,1
2023-01-01,9,114,6,2
2023-01-01,13,114,7,1
2023-01-01,5,114,7,2
2023-01-01,12,114,8,1
2023-01-01,8,114,9,1
2023-01-01,8,114,9,2
2023-01-01,..,114,10,1
2023-01-01,..,114,10,2
2023-01-01,..,114,11,1
2023-01-01,..,114,11,2
2023-01-01,..,114,12,1
2023-01-01,..,114,12,2
2023-01-01,..,114,15,1
2023-01-01,..,114,16,2
2023-01-01,..,119,4,1
2023-01-01,..,119,5,1
2023-01-01,..,119,6,1
2023-01-01,..,119,8,1
2023-01-01,..,119,9,1
2023-01-01,..,122,3,2
2023-01-01,..,122,5,1
2023-01-01,..,122,5,2
2023-01-01,..,122,6,2
2023-01-01,..,122,7,1
2023-01-01,..,122,7,2
2023-01-01,..,122,8,2
2023-01-01,..,122,9,2
2023-01-01,..,122,10,1
2023-01-01,..,122,10,2
2023-01-01,..,122,11,1
2023-01-01,..,122,11,2
2023-01-01,..,122,12,1
2023-01-01,..,122,12,2
2023-01-01,..,122,13,1
2023-01-01,..,123,1,1
2023-01-01,7,123,1,2
2023-01-01,..,123,2,1
2023-01-01,..,123,2,2
2023-01-01,..,123,3,1
2023-01-01,..,123,3,2
2023-01-01,..,123,4,1
2023-01-01,16,123,4,2
2023-01-01,7,123,5,1
2023-01-01,15,123,5,2
2023-01-01,5,123,6,1
2023-01-01,13,123,6,2
2023-01-01,..,123,7,1
2023-01-01,13,123,7,2
2023-01-01,5,123,8,1
2023-01-01,10,123,8,2
2023-01-01,6,123,9,1
2023-01-01,6,123,9,2
2023-01-01,..,123,10,1
2023-01-01,5,123,10,2
2023-01-01,5,123,11,1
2023-01-01,9,123,11,2
2023-01-01,..,123,12,1
2023-01-01,5,123,12,2
2023-01-01,..,123,13,1
2023-01-01,..,123,13,2
2023-01-01,..,123,14,2
2023-01-01,..,123,15,2
2023-01-01,..,129,0,1
2023-01-01,..,129,1,1
2023-01-01,..,129,1,2
2023-01-01,7,129,2,2
2023-01-01,7,129,3,1
2023-01-01,6,129,3,2
2023-01-01,7,129,4,1
2023-01-01,12,129,4,2
2023-01-01,7,129,5,1
2023-01-01,5,129,5,2
2023-01-01,..,129,6,1
2023-01-01,..,129,6,2
2023-01-01,..,129,7,1
2023-01-01,5,129,8,1
2023-01-01,..,129,9,1
2023-01-01,..,129,10,2
2023-01-01,..,129,11,2
2023-01-01,..,129,15,1
2023-01-01,..,131,4,2
2023-01-01,..,131,5,1
2023-01-01,..,131,7,1
2023-01-01,..,131,7,2
2023-01-01,..,133,1,1
2023-01-01,..,133,1,2
2023-01-01,15,133,2,1
2023-01-01,19,133,2,2
2023-01-01,..,133,3,1
2023-01-01,13,133,3,2
2023-01-01,..,133,4,1
2023-01-01,55,133,4,2
2023-01-01,..,133,5,1
2023-01-01,58,133,5,2
2023-01-01,..,133,6,1
2023-01-01,26,133,6,2
2023-01-01,..,133,7,1
2023-01-01,20,133,7,2
2023-01-01,..,133,8,1
2023-01-01,30,133,8,2
2023-01-01,..,133,9,1
2023-01-01,20,133,9,2
2023-01-01,..,133,10,1
2023-01-01,13,133,10,2
2023-01-01,..,133,11,1
2023-01-01,11,133,11,2
2023-01-01,7,133,12,2
2023-01-01,..,133,13,2
2023-01-01,..,133,15,1
2023-01-01,..,133,15,2
2023-01-01,..,133,16,2
2023-01-01,35,135,0,1
2023-01-01,34,135,0,2
2023-01-01,103,135,1,1
2023-01-01,123,135,1,2
2023-01-01,122,135,2,1
2023-01-01,171,135,2,2
2023-01-01,209,135,3,1
2023-01-01,463,135,3,2
2023-01-01,638,135,4,1
2023-01-01,1488,135,4,2
2023-01-01,723,135,5,1
2023-01-01,1523,135,5,2
2023-01-01,837,135,6,1
2023-01-01,1414,135,6,2
2023-01-01,965,135,7,1
2023-01-01,1358,135,7,2
2023-01-01,925,135,8,1
2023-01-01,1356,135,8,2
2023-01-01,829,135,9,1
2023-01-01,1179,135,9,2
2023-01-01,700,135,10,1
2023-01-01,1032,135,10,2
2023-01-01,532,135,11,1
2023-01-01,732,135,11,2
2023-01-01,482,135,12,1
2023-01-01,448,135,12,2
2023-01-01,413,135,13,1
2023-01-01,430,135,13,2
2023-01-01,314,135,14,1
2023-01-01,308,135,14,2
2023-01-01,225,135,15,1
2023-01-01,146,135,15,2
2023-01-01,145,135,16,1
2023-01-01,110,135,16,2
2023-01-01,88,135,17,1
2023-01-01,57,135,17,2
2023-01-01,46,135,18,1
2023-01-01,24,135,18,2
2023-01-01,12,135,19,1
2023-01-01,..,135,19,2
2023-01-01,..,135,20,1
2023-01-01,..,135,20,2
2023-01-01,..,137,1,1
2023-01-01,..,137,4,1
2023-01-01,..,137,4,2
2023-01-01,..,137,5,1
2023-01-01,..,137,6,1
2023-01-01,..,137,6,2
2023-01-01,..,137,7,2
2023-01-01,..,137,8,1
2023-01-01,..,137,8,2
2023-01-01,..,137,9,2
2023-01-01,..,137,10,2
2023-01-01,..,137,13,1
2023-01-01,..,137,14,1
2023-01-01,..,137,19,1
2023-01-01,..,138,1,1
2023-01-01,..,138,1,2
2023-01-01,..,138,3,1
2023-01-01,..,138,3,2
2023-01-01,..,138,4,1
2023-01-01,..,138,4,2
2023-01-01,..,138,5,1
2023-01-01,7,138,5,2
2023-01-01,5,138,6,1
2023-01-01,12,138,6,2
2023-01-01,8,138,7,2
2023-01-01,..,138,8,1
2023-01-01,14,138,8,2
2023-01-01,..,138,9,1
2023-01-01,9,138,9,2
2023-01-01,..,138,10,1
2023-01-01,..,138,10,2
2023-01-01,..,138,11,1
2023-01-01,6,138,11,2
2023-01-01,..,138,12,2
2023-01-01,..,138,13,2
2023-01-01,..,138,14,2
2023-01-01,..,142,1,1
2023-01-01,..,142,2,2
2023-01-01,9,142,3,1
2023-01-01,6,142,3,2
2023-01-01,16,142,4,1
2023-01-01,13,142,4,2
2023-01-01,..,142,5,1
2023-01-01,6,142,5,2
2023-01-01,6,142,6,1
2023-01-01,..,142,6,2
2023-01-01,5,142,7,2
2023-01-01,6,142,8,1
2023-01-01,..,142,8,2
2023-01-01,6,142,9,1
2023-01-01,6,142,9,2
2023-01-01,..,142,10,1
2023-01-01,..,142,10,2
2023-01-01,5,142,11,1
2023-01-01,5,142,11,2
2023-01-01,..,142,12,1
2023-01-01,..,142,12,2
2023-01-01,..,142,13,1
2023-01-01,..,149,4,1
2023-01-01,..,149,4,2
2023-01-01,5,149,5,1
2023-01-01,..,149,6,1
2023-01-01,..,149,6,2
2023-01-01,..,149,7,2
2023-01-01,..,149,8,2
2023-01-01,..,153,4,1
2023-01-01,..,153,4,2
2023-01-01,..,153,5,2
2023-01-01,..,153,6,1
2023-01-01,..,153,7,1
2023-01-01,..,153,7,2
2023-01-01,..,153,8,1
2023-01-01,..,153,8,2
2023-01-01,..,153,9,1
2023-01-01,..,153,9,2
2023-01-01,..,153,10,2
2023-01-01,..,154,0,1
2023-01-01,..,154,0,2
2023-01-01,8,154,1,1
2023-01-01,..,154,1,2
2023-01-01,18,154,2,1
2023-01-01,11,154,2,2
2023-01-01,18,154,3,1
2023-01-01,14,154,3,2
2023-01-01,33,154,4,1
2023-01-01,24,154,4,2
2023-01-01,69,154,5,1
2023-01-01,60,154,5,2
2023-01-01,63,154,6,1
2023-01-01,69,154,6,2
2023-01-01,81,154,7,1
2023-01-01,66,154,7,2
2023-01-01,98,154,8,1
2023-01-01,99,154,8,2
2023-01-01,59,154,9,1
2023-01-01,115,154,9,2
2023-01-01,17,154,10,1
2023-01-01,50,154,10,2
2023-01-01,11,154,11,1
2023-01-01,18,154,11,2
2023-01-01,7,154,12,1
2023-01-01,16,154,12,2
2023-01-01,..,154,13,1
2023-01-01,16,154,13,2
2023-01-01,..,154,14,2
2023-01-01,..,154,15,2
2023-01-01,..,154,16,1
2023-01-01,..,175,2,2
2023-01-01,..,175,5,2
2023-01-01,..,175,6,1
2023-01-01,..,175,6,2
2023-01-01,..,175,7,2
2023-01-01,..,175,8,1
2023-01-01,..,175,8,2
2023-01-01,..,175,10,1
2023-01-01,..,175,10,2
2023-01-01,..,175,11,2
2023-01-01,7,203,0,1
2023-01-01,6,203,0,2
2023-01-01,6,203,1,1
2023-01-01,5,203,1,2
2023-01-01,7,203,2,1
2023-01-01,11,203,2,2
2023-01-01,..,203,3,1
2023-01-01,5,203,3,2
2023-01-01,9,203,4,1
2023-01-01,19,203,4,2
2023-01-01,28,203,5,1
2023-01-01,23,203,5,2
2023-01-01,29,203,6,1
2023-01-01,30,203,6,2
2023-01-01,28,203,7,1
2023-01-01,43,203,7,2
2023-01-01,18,203,8,1
2023-01-01,30,203,8,2
2023-01-01,16,203,9,1
2023-01-01,27,203,9,2
2023-01-01,9,203,10,1
2023-01-01,10,203,10,2
2023-01-01,..,203,11,1
2023-01-01,9,203,11,2
2023-01-01,..,203,12,1
2023-01-01,10,203,12,2
2023-01-01,..,203,13,1
2023-01-01,..,203,13,2
2023-01-01,..,203,14,1
2023-01-01,..,203,14,2
2023-01-01,..,203,15,1
2023-01-01,..,203,16,1
2023-01-01,..,180,3,1
2023-01-01,..,180,4,1
2023-01-01,..,180,4,2
2023-01-01,5,180,5,1
2023-01-01,..,180,5,2
2023-01-01,..,180,6,1
2023-01-01,..,180,6,2
2023-01-01,..,180,7,1
2023-01-01,..,180,7,2
2023-01-01,..,180,8,2
2023-01-01,..,180,9,1
2023-01-01,..,180,10,2
2023-01-01,..,180,11,2
2023-01-01,..,180,16,1
2023-01-01,..,194,1,1
2023-01-01,..,194,2,2
2023-01-01,..,194,4,1
2023-01-01,..,194,5,1
2023-01-01,..,194,5,2
2023-01-01,..,194,6,2
2023-01-01,..,194,8,1
2023-01-01,..,194,10,2
2023-01-01,..,194,11,1
2023-01-01,..,194,15,1
2023-01-01,..,195,0,1
2023-01-01,6,195,0,2
2023-01-01,10,195,1,1
2023-01-01,15,195,1,2
2023-01-01,..,195,2,1
2023-01-01,19,195,2,2
2023-01-01,22,195,3,1
2023-01-01,55,195,3,2
2023-01-01,31,195,4,1
2023-01-01,117,195,4,2
2023-01-01,36,195,5,1
2023-01-01,217,195,5,2
2023-01-01,46,195,6,1
2023-01-01,247,195,6,2
2023-01-01,53,195,7,1
2023-01-01,278,195,7,2
2023-01-01,41,195,8,1
2023-01-01,302,195,8,2
2023-01-01,39,195,9,1
2023-01-01,214,195,9,2
2023-01-01,29,195,10,1
2023-01-01,105,195,10,2
2023-01-01,19,195,11,1
2023-01-01,49,195,11,2
2023-01-01,9,195,12,1
2023-01-01,47,195,12,2
2023-01-01,..,195,13,1
2023-01-01,20,195,13,2
2023-01-01,..,195,14,1
2023-01-01,5,195,14,2
2023-01-01,5,195,15,1
2023-01-01,8,195,15,2
2023-01-01,..,197,4,1
2023-01-01,..,197,7,1
2023-01-01,..,197,8,1
2023-01-01,..,197,8,2
2023-01-01,..,197,10,1
2023-01-01,..,197,13,1
2023-01-01,..,198,4,1
2023-01-01,..,198,4,2
2023-01-01,..,198,5,1
2023-01-01,..,198,5,2
2023-01-01,..,198,6,1
2023-01-01,..,198,6,2
2023-01-01,..,198,7,1
2023-01-01,..,198,7,2
2023-01-01,..,198,8,1
2023-01-01,7,198,8,2
2023-01-01,..,198,9,1
2023-01-01,..,198,9,2
2023-01-01,..,198,10,1
2023-01-01,..,198,10,2
2023-01-01,..,198,12,1
2023-01-01,..,198,12,2
2023-01-01,..,198,13,2
2023-01-01,..,198,14,2
2023-01-01,..,198,15,1
2023-01-01,..,201,1,1
2023-01-01,..,201,3,1
2023-01-01,..,201,3,2
2023-01-01,..,201,4,2
2023-01-01,..,201,5,1
2023-01-01,..,201,5,2
2023-01-01,5,201,6,1
2023-01-01,9,201,6,2
2023-01-01,..,201,7,1
2023-01-01,..,201,7,2
2023-01-01,..,201,8,2
2023-01-01,..,201,9,1
2023-01-01,..,201,9,2
2023-01-01,..,201,10,1
2023-01-01,..,201,11,2
2023-01-01,..,205,1,1
2023-01-01,..,205,3,1
2023-01-01,..,205,4,2
2023-01-01,..,205,5,1
2023-01-01,7,205,5,2
2023-01-01,..,205,6,1
2023-01-01,5,205,6,2
2023-01-01,..,205,7,1
2023-01-01,5,205,7,2
2023-01-01,..,205,8,2
2023-01-01,..,205,9,1
2023-01-01,..,205,9,2
2023-01-01,..,205,10,1
2023-01-01,..,205,10,2
2023-01-01,..,205,11,1
2023-01-01,..,205,11,2
2023-01-01,..,205,12,1
2023-01-01,..,205,12,2
2023-01-01,6,205,13,2
2023-01-01,..,205,14,2
2023-01-01,..,205,16,2
2023-01-01,..,61,5,1
2023-01-01,..,61,8,2
2023-01-01,..,61,9,2
2023-01-01,..,213,1,1
2023-01-01,..,213,2,1
2023-01-01,..,213,3,1
2023-01-01,..,213,3,2
2023-01-01,..,213,4,1
2023-01-01,..,213,4,2
2023-01-01,..,213,5,1
2023-01-01,..,213,5,2
2023-01-01,5,213,6,1
2023-01-01,..,213,6,2
2023-01-01,..,213,7,1
2023-01-01,..,213,7,2
2023-01-01,6,213,8,2
2023-01-01,8,213,9,2
2023-01-01,..,213,10,2
2023-01-01,..,213,11,2
2023-01-01,..,213,12,1
2023-01-01,..,213,12,2
2023-01-01,..,213,13,1
2023-01-01,..,223,4,2
2023-01-01,..,223,6,2
2023-01-01,..,223,8,1
2023-01-01,..,223,8,2
2023-01-01,..,223,9,1
2023-01-01,..,223,10,1
2023-01-01,..,223,14,2
2023-01-01,..,223,15,2
2023-01-01,..,215,4,1
2023-01-01,..,215,5,2
2023-01-01,..,215,6,1
2023-01-01,5,215,6,2
2023-01-01,..,215,7,1
2023-01-01,..,215,7,2
2023-01-01,..,215,8,2
2023-01-01,..,215,9,2
2023-01-01,..,215,10,1
2023-01-01,..,215,10,2
2023-01-01,..,215,11,2
2023-01-01,..,215,12,1
2023-01-01,..,215,16,2
2023-01-01,..,219,0,1
2023-01-01,..,219,0,2
2023-01-01,..,219,1,1
2023-01-01,5,219,1,2
2023-01-01,5,219,2,1
2023-01-01,6,219,2,2
2023-01-01,8,219,3,1
2023-01-01,..,219,3,2
2023-01-01,41,219,4,1
2023-01-01,112,219,4,2
2023-01-01,46,219,5,1
2023-01-01,88,219,5,2
2023-01-01,36,219,6,1
2023-01-01,45,219,6,2
2023-01-01,26,219,7,1
2023-01-01,30,219,7,2
2023-01-01,22,219,8,1
2023-01-01,30,219,8,2
2023-01-01,13,219,9,1
2023-01-01,24,219,9,2
2023-01-01,10,219,10,1
2023-01-01,24,219,10,2
2023-01-01,6,219,11,1
2023-01-01,17,219,11,2
2023-01-01,..,219,12,1
2023-01-01,11,219,12,2
2023-01-01,6,219,13,1
2023-01-01,7,219,13,2
2023-01-01,5,219,14,1
2023-01-01,9,219,14,2
2023-01-01,..,219,15,1
2023-01-01,..,219,15,2
2023-01-01,..,219,16,1
2023-01-01,..,219,16,2
2023-01-01,..,219,17,1
2023-01-01,..,226,2,2
2023-01-01,..,226,3,1
2023-01-01,..,226,3,2
2023-01-01,..,226,4,1
2023-01-01,..,226,4,2
2023-01-01,..,226,5,1
2023-01-01,..,226,6,1
2023-01-01,5,226,6,2
2023-01-01,..,226,7,1
2023-01-01,..,226,7,2
2023-01-01,..,226,8,1
2023-01-01,..,226,8,2
2023-01-01,..,226,11,2
2023-01-01,..,226,12,2
2023-01-01,..,226,14,2
2023-01-01,..,176,13,2
2023-01-01,..,236,0,2
2023-01-01,..,236,3,1
2023-01-01,..,236,3,2
2023-01-01,..,236,4,1
2023-01-01,..,236,4,2
2023-01-01,..,236,5,2
2023-01-01,..,236,6,1
2023-01-01,..,236,8,1
2023-01-01,..,236,10,1
2023-01-01,..,236,10,2
2023-01-01,..,237,3,1
2023-01-01,..,237,4,1
2023-01-01,..,237,4,2
2023-01-01,..,237,5,1
2023-01-01,..,237,5,2
2023-01-01,..,237,6,1
2023-01-01,..,237,6,2
2023-01-01,..,237,7,1
2023-01-01,..,237,7,2
2023-01-01,..,237,8,1
2023-01-01,..,237,8,2
2023-01-01,..,237,9,1
2023-01-01,5,237,9,2
2023-01-01,..,237,10,1
2023-01-01,..,237,10,2
2023-01-01,..,237,11,1
2023-01-01,..,237,11,2
2023-01-01,..,237,12,2
2023-01-01,..,237,13,1
2023-01-01,..,237,14,2
2023-01-01,..,55,6,2
2023-01-01,..,55,7,1
2023-01-01,..,55,8,1
2023-01-01,..,55,9,2
2023-01-01,..,204,4,1
2023-01-01,..,204,6,1
2023-01-01,31,37,0,1
2023-01-01,31,37,0,2
2023-01-01,30,37,1,1
2023-01-01,21,37,1,2
2023-01-01,14,37,2,1
2023-01-01,17,37,2,2
2023-01-01,18,37,3,1
2023-01-01,16,37,3,2
2023-01-01,52,37,4,1
2023-01-01,33,37,4,2
2023-01-01,87,37,5,1
2023-01-01,63,37,5,2
2023-01-01,108,37,6,1
2023-01-01,80,37,6,2
2023-01-01,46,37,7,1
2023-01-01,54,37,7,2
2023-01-01,53,37,8,1
2023-01-01,48,37,8,2
2023-01-01,42,37,9,1
2023-01-01,37,37,9,2
2023-01-01,30,37,10,1
2023-01-01,42,37,10,2
2023-01-01,27,37,11,1
2023-01-01,34,37,11,2
2023-01-01,14,37,12,1
2023-01-01,19,37,12,2
2023-01-01,5,37,13,1
2023-01-01,8,37,13,2
2023-01-01,..,37,14,1
2023-01-01,6,37,14,2
2023-01-01,..,37,15,1
2023-01-01,..,37,15,2
2023-01-01,..,37,16,1
2023-01-01,..,37,16,2
2023-01-01,144,59,0,1
2023-01-01,155,59,0,2
2023-01-01,280,59,1,1
2023-01-01,278,59,1,2
2023-01-01,208,59,2,1
2023-01-01,191,59,2,2
2023-01-01,212,59,3,1
2023-01-01,248,59,3,2
2023-01-01,439,59,4,1
2023-01-01,263,59,4,2
2023-01-01,544,59,5,1
2023-01-01,348,59,5,2
2023-01-01,540,59,6,1
2023-01-01,447,59,6,2
2023-01-01,423,59,7,1
2023-01-01,379,59,7,2
2023-01-01,319,59,8,1
2023-01-01,327,59,8,2
2023-01-01,238,59,9,1
2023-01-01,251,59,9,2
2023-01-01,183,59,10,1
2023-01-01,239,59,10,2
2023-01-01,131,59,11,1
2023-01-01,222,59,11,2
2023-01-01,101,59,12,1
2023-01-01,126,59,12,2
2023-01-01,84,59,13,1
2023-01-01,85,59,13,2
2023-01-01,83,59,14,1
2023-01-01,88,59,14,2
2023-01-01,26,59,15,1
2023-01-01,45,59,15,2
2023-01-01,7,59,16,1
2023-01-01,21,59,16,2
2023-01-01,9,59,17,1
2023-01-01,5,59,17,2
2023-01-01,5,59,18,1
2023-01-01,..,59,18,2
2023-01-01,..,59,19,1
2023-01-01,..,59,19,2
2023-01-01,34,140,0,1
2023-01-01,34,140,0,2
2023-01-01,87,140,1,1
2023-01-01,88,140,1,2
2023-01-01,64,140,2,1
2023-01-01,75,140,2,2
2023-01-01,88,140,3,1
2023-01-01,90,140,3,2
2023-01-01,345,140,4,1
2023-01-01,284,140,4,2
2023-01-01,852,140,5,1
2023-01-01,525,140,5,2
2023-01-01,847,140,6,1
2023-01-01,676,140,6,2
2023-01-01,676,140,7,1
2023-01-01,573,140,7,2
2023-01-01,552,140,8,1
2023-01-01,536,140,8,2
2023-01-01,389,140,9,1
2023-01-01,320,140,9,2
2023-01-01,260,140,10,1
2023-01-01,167,140,10,2
2023-01-01,141,140,11,1
2023-01-01,125,140,11,2
2023-01-01,146,140,12,1
2023-01-01,71,140,12,2
2023-01-01,98,140,13,1
2023-01-01,63,140,13,2
2023-01-01,66,140,14,1
2023-01-01,36,140,14,2
2023-01-01,47,140,15,1
2023-01-01,29,140,15,2
2023-01-01,23,140,16,1
2023-01-01,12,140,16,2
2023-01-01,8,140,17,1
2023-01-01,6,140,17,2
2023-01-01,..,140,18,1
2023-01-01,6,140,19,1
2023-01-01,..,140,19,2
2023-01-01,..,140,20,1
2023-01-01,..,9,3,1
2023-01-01,..,9,3,2
2023-01-01,..,9,4,1
2023-01-01,..,9,7,2
2023-01-01,..,9,9,2
2023-01-01,..,17,3,2
2023-01-01,..,17,4,1
2023-01-01,..,17,5,1
2023-01-01,..,17,6,1
2023-01-01,..,17,9,2
2023-01-01,..,17,11,2
2023-01-01,..,17,13,2
2023-01-01,..,20,4,1
2023-01-01,..,20,6,2
2023-01-01,..,20,8,1
2023-01-01,..,20,9,2
2023-01-01,..,20,11,2
2023-01-01,..,20,12,2
2023-01-01,..,45,0,1
2023-01-01,..,45,0,2
2023-01-01,..,45,1,1
2023-01-01,7,45,1,2
2023-01-01,6,45,2,1
2023-01-01,9,45,2,2
2023-01-01,16,45,3,1
2023-01-01,..,45,3,2
2023-01-01,39,45,4,1
2023-01-01,35,45,4,2
2023-01-01,89,45,5,1
2023-01-01,73,45,5,2
2023-01-01,78,45,6,1
2023-01-01,71,45,6,2
2023-01-01,60,45,7,1
2023-01-01,55,45,7,2
2023-01-01,52,45,8,1
2023-01-01,39,45,8,2
2023-01-01,28,45,9,1
2023-01-01,16,45,9,2
2023-01-01,11,45,10,1
2023-01-01,10,45,10,2
2023-01-01,7,45,11,1
2023-01-01,8,45,11,2
2023-01-01,11,45,12,1
2023-01-01,5,45,12,2
2023-01-01,..,45,13,1
2023-01-01,5,45,13,2
2023-01-01,5,45,14,1
2023-01-01,..,45,14,2
2023-01-01,..,45,15,1
2023-01-01,..,45,15,2
2023-01-01,..,45,16,1
2023-01-01,..,45,16,2
2023-01-01,..,45,18,1
2023-01-01,18,47,0,1
2023-01-01,11,47,0,2
2023-01-01,44,47,1,1
2023-01-01,39,47,1,2
2023-01-01,40,47,2,1
2023-01-01,34,47,2,2
2023-01-01,58,47,3,1
2023-01-01,52,47,3,2
2023-01-01,146,47,4,1
2023-01-01,159,47,4,2
2023-01-01,328,47,5,1
2023-01-01,314,47,5,2
2023-01-01,351,47,6,1
2023-01-01,390,47,6,2
2023-01-01,317,47,7,1
2023-01-01,336,47,7,2
2023-01-01,242,47,8,1
2023-01-01,285,47,8,2
2023-01-01,329,47,9,1
2023-01-01,278,47,9,2
2023-01-01,400,47,10,1
2023-01-01,355,47,10,2
2023-01-01,283,47,11,1
2023-01-01,327,47,11,2
2023-01-01,213,47,12,1
2023-01-01,168,47,12,2
2023-01-01,168,47,13,1
2023-01-01,101,47,13,2
2023-01-01,154,47,14,1
2023-01-01,68,47,14,2
2023-01-01,129,47,15,1
2023-01-01,66,47,15,2
2023-01-01,77,47,16,1
2023-01-01,37,47,16,2
2023-01-01,49,47,17,1
2023-01-01,15,47,17,2
2023-01-01,32,47,18,1
2023-01-01,10,47,18,2
2023-01-01,19,47,19,1
2023-01-01,6,47,19,2
2023-01-01,..,47,20,2
2023-01-01,..,50,1,1
2023-01-01,..,50,2,1
2023-01-01,..,50,2,2
2023-01-01,..,50,3,1
2023-01-01,..,50,3,2
2023-01-01,..,50,4,1
2023-01-01,..,50,4,2
2023-01-01,7,50,5,1
2023-01-01,5,50,5,2
2023-01-01,10,50,6,1
2023-01-01,..,50,6,2
2023-01-01,5,50,7,1
2023-01-01,7,50,7,2
2023-01-01,..,50,8,1
2023-01-01,..,50,8,2
2023-01-01,..,50,9,1
2023-01-01,..,50,9,2
2023-01-01,..,50,10,1
2023-01-01,..,50,11,1
2023-01-01,..,50,11,2
2023-01-01,..,50,12,1
2023-01-01,..,50,12,2
2023-01-01,..,50,14,2
2023-01-01,7,52,0,1
2023-01-01,9,52,0,2
2023-01-01,44,52,1,1
2023-01-01,38,52,1,2
2023-01-01,58,52,2,1
2023-01-01,52,52,2,2
2023-01-01,84,52,3,1
2023-01-01,71,52,3,2
2023-01-01,216,52,4,1
2023-01-01,178,52,4,2
2023-01-01,298,52,5,1
2023-01-01,248,52,5,2
2023-01-01,299,52,6,1
2023-01-01,222,52,6,2
2023-01-01,198,52,7,1
2023-01-01,165,52,7,2
2023-01-01,235,52,8,1
2023-01-01,137,52,8,2
2023-01-01,160,52,9,1
2023-01-01,109,52,9,2
2023-01-01,106,52,10,1
2023-01-01,62,52,10,2
2023-01-01,74,52,11,1
2023-01-01,23,52,11,2
2023-01-01,70,52,12,1
2023-01-01,22,52,12,2
2023-01-01,80,52,13,1
2023-01-01,20,52,13,2
2023-01-01,35,52,14,1
2023-01-01,14,52,14,2
2023-01-01,27,52,15,1
2023-01-01,..,52,15,2
2023-01-01,12,52,16,1
2023-01-01,..,52,16,2
2023-01-01,..,52,17,1
2023-01-01,..,52,17,2
2023-01-01,..,52,18,1
2023-01-01,..,52,18,2
2023-01-01,..,52,19,1
2023-01-01,..,74,2,1
2023-01-01,..,74,2,2
2023-01-01,..,74,3,2
2023-01-01,..,74,4,2
2023-01-01,..,74,5,1
2023-01-01,..,74,5,2
2023-01-01,..,74,6,1
2023-01-01,..,74,6,2
2023-01-01,..,74,7,1
2023-01-01,..,74,8,2
2023-01-01,..,74,9,1
2023-01-01,..,74,9,2
2023-01-01,..,74,10,1
2023-01-01,..,74,10,2
2023-01-01,..,74,11,2
2023-01-01,..,74,12,1
2023-01-01,..,74,12,2
2023-01-01,..,74,13,1
2023-01-01,..,74,13,2
2023-01-01,..,74,14,2
2023-01-01,..,74,15,2
2023-01-01,..,74,16,2
2023-01-01,..,74,17,1
2023-01-01,..,79,0,1
