Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX,EDAT_Q,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,801,1,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,868,1,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,601,1,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,734,1,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,577,1,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,635,1,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,465,1,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,450,1,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,313,1,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,333,1,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,229,1,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,243,1,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,208,1,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,238,1,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,174,1,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,213,1,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,176,1,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,219,1,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,267,1,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,331,1,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,314,1,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,343,1,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,309,1,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,349,1,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,278,1,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,285,1,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,227,1,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,190,1,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,149,1,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,171,1,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,177,1,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,132,1,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,130,1,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,84,1,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,148,1,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,70,1,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,93,1,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,16,1,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,31,1,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,51,2,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,58,2,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,55,2,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,78,2,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,74,2,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,43,2,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,45,2,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,21,2,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,75,2,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,73,2,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,78,2,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,48,2,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,64,2,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,54,2,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,69,2,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,69,2,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,82,2,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,69,2,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,58,2,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,65,2,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,54,2,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,46,2,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,37,2,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,41,2,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,42,2,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,34,2,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,29,2,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,31,2,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,22,2,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,25,2,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,33,2,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,17,2,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,26,2,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,2,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,2,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,11,3,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,3,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,19,3,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,17,3,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,11,3,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,21,3,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,3,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,18,3,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,45,3,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,32,3,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,102,3,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,98,3,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,138,3,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,159,3,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,112,3,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,152,3,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,101,3,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,146,3,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,87,3,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,122,3,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,93,3,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,128,3,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,103,3,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,125,3,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,146,3,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,141,3,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,167,3,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,159,3,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,181,3,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,152,3,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,192,3,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,176,3,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,157,3,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,120,3,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,166,3,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,87,3,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,92,3,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,22,3,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,34,3,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,11,3,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,4,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,12,4,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,4,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,4,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,12,4,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,17,4,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,20,4,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,16,4,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,163,4,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,129,4,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,435,4,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,357,4,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,350,4,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,403,4,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,237,4,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,288,4,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,155,4,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,223,4,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,100,4,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,142,4,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,59,4,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,107,4,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,44,4,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,55,4,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,24,4,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,37,4,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,18,4,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,29,4,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,12,4,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,4,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,4,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,4,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,4,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,4,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,97,5,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,84,5,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,216,5,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,214,5,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,281,5,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,263,5,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,365,5,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,474,5,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,893,5,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,1049,5,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1541,5,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1709,5,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1568,5,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1986,5,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,1358,5,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,1667,5,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,1174,5,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1661,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,1034,5,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,1363,5,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,830,5,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,1091,5,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,682,5,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,760,5,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,509,5,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,496,5,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,382,5,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,307,5,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,220,5,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,165,5,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,98,5,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,71,5,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,64,5,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,33,5,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,23,5,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,12,5,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,5,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,6,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,228,1,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,224,1,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,158,1,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,1,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,140,1,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,1,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,1,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,1,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,120,1,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,96,1,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,81,1,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,1,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,1,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,99,1,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,81,1,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,1,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,1,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,160,1,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,1,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,1,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,1,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,1,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,1,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,1,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,1,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,1,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,1,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,1,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,1,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,1,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,1,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,1,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,1,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,1,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,2,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,2,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,2,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,2,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,2,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,2,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,2,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,2,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,2,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,2,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,2,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,2,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,3,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,3,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,3,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,3,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,3,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,3,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,3,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,3,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,3,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,3,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,3,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,3,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,3,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,3,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,3,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,3,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,3,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,3,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,3,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,3,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,3,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,3,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,3,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,3,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,3,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,4,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,4,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,4,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,4,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,85,4,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,340,4,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,281,4,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,249,4,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,267,4,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,4,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,166,4,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,4,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,4,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,4,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,101,4,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,4,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,4,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,4,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,4,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,4,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,4,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,4,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,4,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,4,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,5,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,5,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,101,5,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,5,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,5,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,117,5,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,5,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,204,5,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,480,5,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1059,5,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,797,5,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1903,5,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,843,5,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,2019,5,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,552,5,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1543,5,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,434,5,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1156,5,8,2
