Address,UserType,NetTokenValue
0x91f8c5d3e33c61b0662d439d16fe576c012381d5,Team,39548.13199322926
0x94edc66a2e15d439aad144875acd89146ed34bbe,Community,892.57
0x95755d6fbd20e11148cb02e655690ccb44c6fffa,Community,143.18
0x95b9f2f528338b0cdb3f14442837b0e7f05dceec,Community,3228.1055489861587
0x96e1c99540fa694d1b21302bfce2115a33ae92f8,Community,552.4186962498088
0x972b27f38d42345b0c491cf8e7737b880bc96275,Team,84508.47872337818
0x9774e28baaa1e722673e45ad8fdc7666b3aa252e,Community,4415.158619753097
0x990226be3d36e3bba951db003f7e20546482d2d7,Community,606.3237501414685
0x9965ed3f7397cfa36efe78f6bf0547ae59dc673e,Community,704.2623208216206
0x99bcea6bb0403927fb3c038163478d5b42082fd9,Community,917.2365992181815
0x9ac50a5c842921c206373bf5223f2216e2a1a3b1,Community,256.74528745508525
0x9b29882756e35f012579468105bfd662a9968351,Community,1603.4585142371598
0x9b616ac1d31f17be9b23560d93699ca7732e2808,Community,1316.3475127259471
0x9d798ded6b4c95995c8bf877f760318efc89f0ed,Community,811.3186407807
0x9d8385f270e7f709e64fb6467b94373d9c4fbc52,Community,16552.093002943504
0x9dc351d8aae92ccd51d2875f0b51a517dd846d37,Community,1088.9503856379467
0x9fd660675c49f32c0aaa14f9b8b93134e134afef,Community,702956.2529745431
0xa09110caf0e83be6ad5416d3c23a496ba53f6aff,Community,180.34135194644202
0xa1a18c3558365c098ad1306075d8ac9b9ab78219,Community,63.79711149364128
0xa27b1b4651f52ef13566e9c026b3e0baab3b4156,Community,2864.008912054035
0xa2ea6b0b88ac92b33fa6e36e09a03a98e7e0affa,Community,0.0
0xa31f8afd785ec32df8df77ab83978e49cc0349ac,Team,194442.9605835336
0xa44f500bdd82e2e783ef292e2bce6ab5124a6394,Community,1068.0792898286618
0xa4ec625b3cc1065546c1c2a8f11792ee416db0bc,Community,636.9942669092078
0xa4fb8f10e99a0762cebebfcf3c69d20f67742c5b,Community,123.38652420957018
0xa57c927df5b836d203560a5b568af75831939eed,Community,5.500325140221782
0xa6d49b6b34c616056b71c3fc3a259dfd4646ce7f,Community,1791.0852227386777
0xa7e6e9d8387a389c9963fac2b7297e4d9410b93a,Owner,942000.0
0xa85f11d4d6119848a0d2b2b8e270a6846383f39f,Community,1800.0
0xa8add9437ce01cd99465045a2d8d87076c8367c6,Team,450016.5230899571
0xa91e6cba1718caf1c8844d0ab6a27c4b19cdcf2a,Community,111.1
0xa974b9f685781ab0b2a68d379ec0970f283839e7,Community,7502.7004494566745
0xaa7c08c3f9805326fe596221819fd20a2afb6642,Community,194.94824902448343
0xaaace175d9cdf31cda7b2c814ea79ca735042289,Team,3874.3330053255413
0xaab4ccf4a2883c31057b859d4d7cc0a78d33be1a,Community,431.78
0xac35452f3deb273d37bc1ee84b60723cdbccaeda,Community,416.22753509350497
0xac46dac5c58bf33a216a0b756bfb9b3d86407f97,Community,300.0
0xaee1cb338fa126634e2912a1e16e1816521d95dc,Community,146788.89718812212
0xaf28ff1e506062f92f70ed9c383b7a2bc7c07431,Community,370.95323180510667
0xb03fedd3a6acb5111a0e8af9a46346e4d870a9c3,Community,10.0
0xb246275ab015cd3a62ad46b992b92e4e2ee10df9,Community,300.0
0xb3a7fbc2fa38c18ad4433ae93fe7f215fd2d057f,Community,203.19260772155323
0xb453ac4c31c24cbabdc03cd2474aa5a0b6343070,Community,0.0
0xb523acffc0496b88db2be51cf68ac1b1a7c795a8,Community,69.52171228466256
0xb5564ceb4f3e95a23b5656207a80946d91066667,Community,122084.06162819451
0xb60ab52a8c3eb0dd01cc3a054f1f8009cf9d4cee,Community,41209.307825843396
0xb6647cae065c321e75775b50a25fd54e9ac5c436,Community,710801.6565990164
0xb8d7b045d299c9c356bc5ee4fe2dddc8a31280a5,Community,7001.717118196069
0xb946cc36e1785546e2c87bfc956134cfb988343f,Community,4527.022454879579
0xbaa32387bd55553ec806622d524b12bbb8242a19,Community,570.803489524379
0xbcc4c6fb05ff417398289d228c095352dcfa5c5e,Community,807.0695404101319
0xbd722f41bca276b05a27e0b716bdec2cb801d952,Community,10791.99629730696
0xbdb803ea68ffe7889aa3c932d74705613fac4dbc,Community,1041.9952527682524
0xbe255852c4301d6392fb1d65003b7a0e0ef6e6b0,Community,15627.954971009158
0xbeb749038a286733f4f486a7ef93a0b9fa11970d,Team,3802.5296458065254
0xbf787269c02c345ec315d8424c98118cb6e750fe,Owner,2100000.0
0xc103100d6278ea3838c9af74ec5f90ff43319a4e,Community,1235.8168094819844
0xc16ed725358025191e5f091c824a4e0137633bda,Community,0.0
0xc1f28e810cf2f8e1922a874f66112c7bf26a929a,Community,847.3000000000001
0xc24564be9895a0e4fd60c933280767cc846cba19,Investor,43088.34581851938
0xc398f6d8d77b373125641bf6a4e044f43166f676,Community,6751.899121155812
0xc45d8a160678eb77ba326f7a949d66b47426b013,Community,84.05175862105035
0xc4ff9c9eea29f7651befb755681023bb393a4fd7,Community,204.8
0xc6ddca4b715111c210608aecdfa88cb4031b9690,Community,538.32
0xc9aefca21844fdb3fe8f58d883f908991d757692,Community,43566.726905183335
0xca2a58f421c027e98d41bcb8c4ae019f610dd000,Investor,90623.52529416415
0xcb33844b365c53d3462271cee9b719b6fc8ba06a,Community,192574.9185311922
0xcc262641fc6d2b17e8b20db942026a25bfac72ef,Community,100.00713608702063
0xccaa6be265fca5e4b0122fc561309370771996eb,Community,16946.1809713865
0xccdb50250ffc30918a175516c79146530e86ff61,Community,483.1220968605418
0xcd81917ff5313d02d7da3d47a9afcd3f635c36e3,Community,12324.201703313365
0xcde053a65e218b2aedae40f8c7a1693f9b67218b,Community,20959.54290768745
0xcdf8e5459c10147105ee1767f99a57bd8bb693c1,Owner,858000.0
0xce6c0f548be5c79d4bad219863d603c31eb8a847,Investor,2048997.6032201168
0xd0ec53a6144dee637052bf94b443fd1d49f45076,Team,521173.5332371559
0xd326259c52329b246104393f4d77ab70bbd8e786,Community,649.7219987944126
0xd455712e43582134f101a0c686d26548b5438a3b,Community,295.6865773457687
0xd95dc82da062969c1a89fe9788151333944f04fa,Community,20435.45781269475
0xda46892a65820d354d670e3666528595ba03025d,Investor,36032.04045433672
0xdae8c7af7930047561bd7357908080531a6efe3f,Community,300.0
0xdb055d38958cf7278d3d2ba91a60b754c3bdae4b,Community,1267.125879984734
0xdb5ac83c137321da29a59a7592232bc4ed461730,Community,55061.14463876654
0xdbe17ce4f29598d399f4a0e948861506eee90cd2,Community,746.9018384388376
0xdbe4033d88de63961720fc604c8aa8452eb34308,Community,892.57
0xdd66262df9aa1d62ca4957f904c715124870bc18,Community,8498.2342987421
0xdda5549d32b8cc62fac58254f14c52d45978d1c1,Community,14075.622035317141
0xde1256c4c3eec6952559fde0003724d0a34dd624,Community,892.57
0xde3258c1c45a557f4924d1e4e3d0a4e5341607ee,Investor,87936.75198534908
0xe0c49897f6e9e6bd530c4175af8a35e02e7a33e7,Community,3148642.307865857
0xe13c20a20356a3dac7518c0e30aac27fbcc7dac4,Community,6279.952446099728
0xe27fa8193177ddd6f6790ca2b320a96012c65d13,Community,569.1014516572459
0xe2d8e9ac6779b681a8a78a8b0963d81a41f485ee,Community,519.8447958312889
0xe3253e245a207f122e92fb304e7b2c9dbcffa50a,Community,1777.5286312162837
0xe457134db87f4246865882a7e3835aa84c4b8d6e,Community,300.0
0xe601043c33d78eaebc8e27e0436e7a0d11efe1b0,Community,6959.493878542699
0xe73f4e9a51868c5e631c74e6ca5bff357772fbd8,Investor,1133347.003950787
0xe9095efc10e8da6e2266772fbbec18bfc48f1054,Community,3006.181994637828
0xeaaa71c210b404a73bf38ba2f4a168a7f8ebf2dc,Community,1126.2808730802403
0xeb3a4113907d38058955661fab0e81dd513761ed,Community,7745.346859998876
0xec85b265c130abbc0d7342fbc3585d5e0611b7e3,Community,1307.7900189543511
0xeca882093a6d319c8dae679cd7610196a26e4777,Community,3217.6813404342133
0xecfb7e73fef0e0334946750afc7ad91b1082aeef,Community,1278.0869945149407
0xed02dac9726f15498559c05ce56470ab4d18eaef,Community,841.1243236153539
0xee23f4bc1671d048a8e592aabd0b2be497bcb5c2,Community,2089.8763702483907
0xeebecc6520f365afb5fc5d934b269a0af2415a89,Community,7707.430045317147
0xeefa4485d956542bfbab25a854f19138b3aebe9a,Community,62878.58179039281
0xf1c6faf83de831f57225ce9f9499ccedb5a2361d,Community,809.41
0xf283ede9aee038f226a620ca04b43131c60cace2,Community,310.09
0xf2f86bc7e613cf7241babf4bd23882be5f029254,Community,1505.2128427278553
0xf59cc73cc03b0366c53f41144691fbd6f9027801,Team,4210.305464808274
0xf6836d198a6a3a64f7103316f2e36b23ff990992,Community,556.956037654301
0xf7adc901c921ca4eecc0f95a26aec81dacf57620,Community,339.3323060471273
0xf7d74a3e2295a860cdd88b901940b367737e8a8f,Investor,407747.4405421446
0xfa0893d716e473ec6b8afbb6d167524e1ad40b90,Community,68015.27974601595
0xfe7e0ad123dedd8422d45f5957646b6717985f3d,Community,1624.4099291318205
0xff79b76adcaf2d31bc58152d7e4de5509dc43a39,Community,300.0
